sku_internal;varian;varian_kosong;stock;umur_stock;avg_daily_sales
ACS020599;5;3;0;0;7
ACS020588;5;5;0;0;0
ACS020587;5;4;0;0;1
ACS020589;5;1;623;57;11
ACS020585;5;1;611;56;11
ACS020392;8;0;2562;103;25
ACS019734;8;0;1154;97;12
ACS019736;8;0;22;22;1
ACS019735;8;0;1097;366;3
ACS019738;8;3;332;48;7
ACS019737;8;0;255;37;7
ACS021008;5;2;279;14;20
ACS021007;5;1;41;0;0
ACS021009;5;4;0;0;1
ACS021018;5;1;37;0;0
ACS021006;5;1;1003;92;11
ACS0211172;5;1;208;9;24
ACS021013;5;2;12;0;0
ACS021010;5;1;13;0;0
ACS021012;5;2;0;0;1
ACS021011;5;2;0;0;1
ACS0211174;5;3;0;0;0
ACS020414;5;2;0;0;1
ACS020413;5;2;0;0;1
ACS020415;5;4;0;0;1
ACS020412;5;5;0;0;0
ACS020411;5;5;0;0;0
ACS020410;10;2;785;131;6
ACS020123;10;1;1419;203;7
ACS0211171;10;8;0;0;2
ACS020571;10;1;1444;482;3
ACS020569;10;2;2222;223;10
ACS020570;10;2;1755;59;30
ACS020007;10;1;1406;176;8
ACS019834;10;0;3660;23;165
ACS020124;10;10;0;0;0
ACS020272;10;5;330;330;1
ACS020400;10;7;0;0;1
ACS020008;10;2;2536;67;38
ACS021024;10;1;860;62;14
ACS022123;8;0;2913;52;57
ACS021749;8;0;476;44;11
ACS022443;8;0;1238;124;10
ACS022444;8;0;1343;135;10
ACS022121;8;0;611;102;6
ACS021713;8;0;1252;114;11
ACS022122;8;0;1226;103;12
ACS022119;8;0;1598;533;3
ACS021712;8;0;976;488;2
ACS022120;8;0;1129;565;2
ACS020423;5;4;0;0;1
ACS020422;5;1;37;0;0
ACS020419;10;2;1384;45;31
ACS020421;10;2;1059;37;29
ACS020420;10;5;0;0;1
ACS020705;10;2;729;10;80
ACS020418;10;8;0;0;1
ACS020706;10;2;1880;24;81
ACS022124;8;1;473;11;43
ACS021520;8;0;1109;139;8
ACS021521;8;0;1191;80;15
ACS020707;6;5;23;23;1
ACS020597;4;3;0;0;0
ACS020596;4;0;1198;55;22
ACS020598;4;0;155;39;4
ACS020595;5;3;34;0;0
ACS020594;5;2;0;0;1
ACS020593;5;2;56;0;0
ACS022430;8;0;614;31;20
ACS022429;8;0;1378;48;29
ACS020865;5;4;0;0;1
ACS020866;5;1;701;36;20
ACS020864;5;1;504;101;5
ACS020863;5;1;874;59;15
ACS020867;5;1;236;236;1
ACS020862;5;1;979;52;19
ACS0211173;5;1;667;84;8
ACS020577;5;3;0;0;1
ACS020578;5;4;0;0;1
ACS020579;5;2;0;0;1
ACS020576;10;10;0;0;0
ACS020573;10;6;0;0;1
ACS020572;10;9;0;0;1
ACS020575;10;4;71;6;12
ACS020574;10;2;267;21;13
ACS021339;10;3;1129;189;6
ACS021563;10;2;1540;257;6
ACS021564;10;2;1766;295;6
ACS021338;10;2;1358;68;20
ACS021337;10;2;891;69;13
ACS021942;6;0;610;88;7
ACS021943;6;0;389;130;3
ACS021944;6;0;543;109;5
ACS021945;6;0;462;77;6
ACS021946;6;0;533;107;5
ACS021947;6;0;78;13;6
ACS021948;6;0;523;105;5
ACS021949;6;0;404;101;4
ACS021950;6;1;27;3;12
ACS021951;6;0;620;124;5
ACS021952;9;1;8;8;1
ACS021953;9;2;8;8;1
ACS021954;9;0;345;17;21
ACS021955;9;0;424;31;14
ACS021956;6;2;7;7;1
ACS021957;6;1;24;5;5
ACS021958;6;4;2;2;1
ACS021959;6;0;584;146;4
ACS021960;6;0;601;101;6
ACS021961;6;0;110;19;6
ACS021962;9;1;10;10;1
ACS021963;9;3;1;1;2
ACS021964;9;2;202;29;7
ACS021965;9;1;8;8;1
ACS021966;6;2;3;3;1
ACS021967;6;0;139;16;9
ACS021968;6;1;64;6;12
ACS021969;6;0;68;34;2
ACS021970;6;0;73;37;2
ACS021971;6;0;22;22;1
ACS021972;5;0;70;70;1
ACS021973;5;2;6;1;7
ACS021974;5;0;285;57;5
ACS021975;5;0;437;88;5
ACS021976;5;3;2;2;1
ACS021977;5;0;49;49;1
ACS021978;5;0;516;129;4
ACS021979;6;2;4;4;1
ACS021980;6;3;0;0;6
ACS021981;6;2;4;4;1
ACS021982;6;1;13;13;1
ACS021983;6;1;67;7;10
ACS021984;6;0;6;6;1
ACS021985;6;2;76;7;11
ACS022453;5;0;607;16;40
ACS022454;5;0;484;17;30
ACS022455;5;0;839;45;19
ACS022456;5;0;459;20;24
